Año,Entidad,Modalidad,Tipo,Subtipo,Total
1997,Aguascalientes,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,253
1997,Aguascalientes,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,779
1997,Aguascalientes,Delitos patrimoniales,Extorsion,Extorsion,0
1997,Aguascalientes,Delitos patrimoniales,Fraude,Fraude,298
1997,Aguascalientes,Delitos patrimoniales,Despojo,Con violencia,0
1997,Aguascalientes,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Aguascalientes,Delitos patrimoniales,Despojo,Sin datos,0
1997,Aguascalientes,Delitos sexuales (violacion),Violacion,Violacion,48
1997,Aguascalientes,Homicidios,Dolosos,Con arma de fuego,0
1997,Aguascalientes,Homicidios,Dolosos,Con arma blanca,24
1997,Aguascalientes,Homicidios,Dolosos,Otros,331
1997,Aguascalientes,Homicidios,Dolosos,Sin datos,0
1997,Aguascalientes,Homicidios,Culposos,Con arma de fuego,0
1997,Aguascalientes,Homicidios,Culposos,Con arma blanca,0
1997,Aguascalientes,Homicidios,Culposos,Otros,0
1997,Aguascalientes,Lesiones,Culposas,Otros,0
1997,Aguascalientes,Lesiones,Culposas,Sin datos,297
1997,Aguascalientes,Otros delitos,Amenazas,Amenazas,165
1997,Aguascalientes,Otros delitos,Estupro,Estupro,3
1997,Aguascalientes,Otros delitos,Otros sexuales,Otros sexuales,55
1997,Aguascalientes,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),1032
1997,Aguascalientes,Priv. de la libertad (secuestro),Secuestro,Secuestro,7
1997,Aguascalientes,Robo comun,Con violencia,A casa habitacion,0
1997,Aguascalientes,Robo comun,Con violencia,A negocio,516
1997,Aguascalientes,Robo comun,Con violencia,De vehiculos,6
1997,Aguascalientes,Robo comun,Con violencia,A transportistas,0
1997,Aguascalientes,Robo comun,Con violencia,A transeuntes,48
1997,Aguascalientes,Robo comun,Con violencia,Otros,591
1997,Aguascalientes,Robo comun,Con violencia,Sin datos,0
1997,Aguascalientes,Robo comun,Sin violencia,A casa habitacion,54
1997,Aguascalientes,Robo comun,Sin violencia,A negocio,756
1997,Aguascalientes,Robo comun,Sin violencia,De vehiculos,186
1997,Aguascalientes,Robo comun,Sin violencia,A transportistas,0
1997,Aguascalientes,Robo comun,Sin violencia,A transeuntes,0
1997,Aguascalientes,Robo comun,Sin violencia,Otros,2765
1997,Aguascalientes,Robo comun,Sin violencia,Sin datos,0
1997,Aguascalientes,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Aguascalientes,Robo en instituciones bancarias,Con violencia,A bancos,0
1997,Aguascalientes,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Aguascalientes,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Aguascalientes,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Aguascalientes,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Aguascalientes,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Aguascalientes,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Aguascalientes,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Aguascalientes,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Aguascalientes,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Aguascalientes,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Aguascalientes,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Aguascalientes,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Aguascalientes,Robo en carreteras,Con violencia,A autobuses,0
1997,Aguascalientes,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Aguascalientes,Robo en carreteras,Con violencia,Otros,0
1997,Aguascalientes,Robo en carreteras,Con violencia,Sin datos,0
1997,Aguascalientes,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Aguascalientes,Robo en carreteras,Sin violencia,A autobuses,0
1997,Aguascalientes,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Aguascalientes,Robo en carreteras,Sin violencia,Otros,0
1997,Aguascalientes,Robo en carreteras,Sin violencia,Sin datos,0
1997,Aguascalientes,Homicidios,Culposos,Sin datos,159
1997,Aguascalientes,Lesiones,Dolosas,Con arma blanca,0
1997,Aguascalientes,Lesiones,Dolosas,Con arma de fuego,0
1997,Aguascalientes,Lesiones,Dolosas,Otros,0
1997,Aguascalientes,Lesiones,Dolosas,Sin datos,737
1997,Aguascalientes,Lesiones,Culposas,Con arma blanca,0
1997,Aguascalientes,Lesiones,Culposas,Con arma de fuego,0
1997,Baja California,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,698
1997,Baja California,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,22738
1997,Baja California,Delitos patrimoniales,Extorsion,Extorsion,31
1997,Baja California,Delitos patrimoniales,Fraude,Fraude,2340
1997,Baja California,Delitos patrimoniales,Despojo,Con violencia,0
1997,Baja California,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Baja California,Delitos patrimoniales,Despojo,Sin datos,0
1997,Baja California,Delitos sexuales (violacion),Violacion,Violacion,325
1997,Baja California,Homicidios,Dolosos,Con arma de fuego,0
1997,Baja California,Homicidios,Dolosos,Con arma blanca,0
1997,Baja California,Homicidios,Dolosos,Otros,492
1997,Baja California,Homicidios,Dolosos,Sin datos,0
1997,Baja California,Homicidios,Culposos,Con arma de fuego,0
1997,Baja California,Homicidios,Culposos,Con arma blanca,0
1997,Baja California,Homicidios,Culposos,Otros,0
1997,Baja California,Lesiones,Culposas,Otros,0
1997,Baja California,Lesiones,Culposas,Sin datos,8374
1997,Baja California,Otros delitos,Amenazas,Amenazas,4814
1997,Baja California,Otros delitos,Estupro,Estupro,45
1997,Baja California,Otros delitos,Otros sexuales,Otros sexuales,437
1997,Baja California,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),41934
1997,Baja California,Priv. de la libertad (secuestro),Secuestro,Secuestro,28
1997,Baja California,Robo comun,Con violencia,A casa habitacion,0
1997,Baja California,Robo comun,Con violencia,A negocio,0
1997,Baja California,Robo comun,Con violencia,De vehiculos,0
1997,Baja California,Robo comun,Con violencia,A transportistas,0
1997,Baja California,Robo comun,Con violencia,A transeuntes,0
1997,Baja California,Robo comun,Con violencia,Otros,7137
1997,Baja California,Robo comun,Con violencia,Sin datos,0
1997,Baja California,Robo comun,Sin violencia,A casa habitacion,4603
1997,Baja California,Robo comun,Sin violencia,A negocio,1533
1997,Baja California,Robo comun,Sin violencia,De vehiculos,10345
1997,Baja California,Robo comun,Sin violencia,A transportistas,0
1997,Baja California,Robo comun,Sin violencia,A transeuntes,0
1997,Baja California,Robo comun,Sin violencia,Otros,36682
1997,Baja California,Robo comun,Sin violencia,Sin datos,0
1997,Baja California,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Baja California,Robo en instituciones bancarias,Con violencia,A bancos,5
1997,Baja California,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Baja California,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Baja California,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Baja California,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Baja California,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Baja California,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Baja California,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Baja California,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Baja California,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Baja California,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Baja California,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Baja California,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Baja California,Robo en carreteras,Con violencia,A autobuses,0
1997,Baja California,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Baja California,Robo en carreteras,Con violencia,Otros,0
1997,Baja California,Robo en carreteras,Con violencia,Sin datos,0
1997,Baja California,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Baja California,Robo en carreteras,Sin violencia,A autobuses,0
1997,Baja California,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Baja California,Robo en carreteras,Sin violencia,Otros,0
1997,Baja California,Robo en carreteras,Sin violencia,Sin datos,0
1997,Baja California,Homicidios,Culposos,Sin datos,0
1997,Baja California,Lesiones,Dolosas,Con arma blanca,0
1997,Baja California,Lesiones,Dolosas,Con arma de fuego,0
1997,Baja California,Lesiones,Dolosas,Otros,0
1997,Baja California,Lesiones,Dolosas,Sin datos,5822
1997,Baja California,Lesiones,Culposas,Con arma blanca,0
1997,Baja California,Lesiones,Culposas,Con arma de fuego,0
1997,Baja California Sur,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,444
1997,Baja California Sur,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,1431
1997,Baja California Sur,Delitos patrimoniales,Extorsion,Extorsion,1
1997,Baja California Sur,Delitos patrimoniales,Fraude,Fraude,692
1997,Baja California Sur,Delitos patrimoniales,Despojo,Con violencia,0
1997,Baja California Sur,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Baja California Sur,Delitos patrimoniales,Despojo,Sin datos,0
1997,Baja California Sur,Delitos sexuales (violacion),Violacion,Violacion,49
1997,Baja California Sur,Homicidios,Dolosos,Con arma de fuego,0
1997,Baja California Sur,Homicidios,Dolosos,Con arma blanca,0
1997,Baja California Sur,Homicidios,Dolosos,Otros,60
1997,Baja California Sur,Homicidios,Dolosos,Sin datos,0
1997,Baja California Sur,Homicidios,Culposos,Con arma de fuego,0
1997,Baja California Sur,Homicidios,Culposos,Con arma blanca,0
1997,Baja California Sur,Homicidios,Culposos,Otros,0
1997,Baja California Sur,Lesiones,Culposas,Otros,0
1997,Baja California Sur,Lesiones,Culposas,Sin datos,227
1997,Baja California Sur,Otros delitos,Amenazas,Amenazas,312
1997,Baja California Sur,Otros delitos,Estupro,Estupro,23
1997,Baja California Sur,Otros delitos,Otros sexuales,Otros sexuales,80
1997,Baja California Sur,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),3256
1997,Baja California Sur,Priv. de la libertad (secuestro),Secuestro,Secuestro,1
1997,Baja California Sur,Robo comun,Con violencia,A casa habitacion,0
1997,Baja California Sur,Robo comun,Con violencia,A negocio,0
1997,Baja California Sur,Robo comun,Con violencia,De vehiculos,0
1997,Baja California Sur,Robo comun,Con violencia,A transportistas,0
1997,Baja California Sur,Robo comun,Con violencia,A transeuntes,44
1997,Baja California Sur,Robo comun,Con violencia,Otros,576
1997,Baja California Sur,Robo comun,Con violencia,Sin datos,0
1997,Baja California Sur,Robo comun,Sin violencia,A casa habitacion,1945
1997,Baja California Sur,Robo comun,Sin violencia,A negocio,526
1997,Baja California Sur,Robo comun,Sin violencia,De vehiculos,649
1997,Baja California Sur,Robo comun,Sin violencia,A transportistas,0
1997,Baja California Sur,Robo comun,Sin violencia,A transeuntes,0
1997,Baja California Sur,Robo comun,Sin violencia,Otros,1769
1997,Baja California Sur,Robo comun,Sin violencia,Sin datos,0
1997,Baja California Sur,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Baja California Sur,Robo en instituciones bancarias,Con violencia,A bancos,9
1997,Baja California Sur,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Baja California Sur,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Baja California Sur,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Baja California Sur,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Baja California Sur,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Baja California Sur,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Baja California Sur,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Baja California Sur,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Baja California Sur,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Baja California Sur,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Baja California Sur,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Baja California Sur,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Baja California Sur,Robo en carreteras,Con violencia,A autobuses,0
1997,Baja California Sur,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Baja California Sur,Robo en carreteras,Con violencia,Otros,0
1997,Baja California Sur,Robo en carreteras,Con violencia,Sin datos,0
1997,Baja California Sur,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Baja California Sur,Robo en carreteras,Sin violencia,A autobuses,0
1997,Baja California Sur,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Baja California Sur,Robo en carreteras,Sin violencia,Otros,0
1997,Baja California Sur,Robo en carreteras,Sin violencia,Sin datos,0
1997,Baja California Sur,Homicidios,Culposos,Sin datos,72
1997,Baja California Sur,Lesiones,Dolosas,Con arma blanca,0
1997,Baja California Sur,Lesiones,Dolosas,Con arma de fuego,0
1997,Baja California Sur,Lesiones,Dolosas,Otros,0
1997,Baja California Sur,Lesiones,Dolosas,Sin datos,1045
1997,Baja California Sur,Lesiones,Culposas,Con arma blanca,0
1997,Baja California Sur,Lesiones,Culposas,Con arma de fuego,0
1997,Campeche,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,327
1997,Campeche,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,966
1997,Campeche,Delitos patrimoniales,Extorsion,Extorsion,3
1997,Campeche,Delitos patrimoniales,Fraude,Fraude,423
1997,Campeche,Delitos patrimoniales,Despojo,Con violencia,0
1997,Campeche,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Campeche,Delitos patrimoniales,Despojo,Sin datos,0
1997,Campeche,Delitos sexuales (violacion),Violacion,Violacion,135
1997,Campeche,Homicidios,Dolosos,Con arma de fuego,39
1997,Campeche,Homicidios,Dolosos,Con arma blanca,27
1997,Campeche,Homicidios,Dolosos,Otros,64
1997,Campeche,Homicidios,Dolosos,Sin datos,0
1997,Campeche,Homicidios,Culposos,Con arma de fuego,0
1997,Campeche,Homicidios,Culposos,Con arma blanca,0
1997,Campeche,Homicidios,Culposos,Otros,0
1997,Campeche,Lesiones,Culposas,Otros,0
1997,Campeche,Lesiones,Culposas,Sin datos,910
1997,Campeche,Otros delitos,Amenazas,Amenazas,761
1997,Campeche,Otros delitos,Estupro,Estupro,87
1997,Campeche,Otros delitos,Otros sexuales,Otros sexuales,119
1997,Campeche,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),1768
1997,Campeche,Priv. de la libertad (secuestro),Secuestro,Secuestro,0
1997,Campeche,Robo comun,Con violencia,A casa habitacion,0
1997,Campeche,Robo comun,Con violencia,A negocio,0
1997,Campeche,Robo comun,Con violencia,De vehiculos,0
1997,Campeche,Robo comun,Con violencia,A transportistas,0
1997,Campeche,Robo comun,Con violencia,A transeuntes,611
1997,Campeche,Robo comun,Con violencia,Otros,0
1997,Campeche,Robo comun,Con violencia,Sin datos,0
1997,Campeche,Robo comun,Sin violencia,A casa habitacion,1055
1997,Campeche,Robo comun,Sin violencia,A negocio,305
1997,Campeche,Robo comun,Sin violencia,De vehiculos,186
1997,Campeche,Robo comun,Sin violencia,A transportistas,0
1997,Campeche,Robo comun,Sin violencia,A transeuntes,0
1997,Campeche,Robo comun,Sin violencia,Otros,830
1997,Campeche,Robo comun,Sin violencia,Sin datos,0
1997,Campeche,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Campeche,Robo en instituciones bancarias,Con violencia,A bancos,4
1997,Campeche,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Campeche,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Campeche,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Campeche,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Campeche,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Campeche,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Campeche,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Campeche,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Campeche,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Campeche,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Campeche,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Campeche,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Campeche,Robo en carreteras,Con violencia,A autobuses,0
1997,Campeche,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Campeche,Robo en carreteras,Con violencia,Otros,0
1997,Campeche,Robo en carreteras,Con violencia,Sin datos,0
1997,Campeche,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Campeche,Robo en carreteras,Sin violencia,A autobuses,0
1997,Campeche,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Campeche,Robo en carreteras,Sin violencia,Otros,0
1997,Campeche,Robo en carreteras,Sin violencia,Sin datos,0
1997,Campeche,Homicidios,Culposos,Sin datos,133
1997,Campeche,Lesiones,Dolosas,Con arma blanca,0
1997,Campeche,Lesiones,Dolosas,Con arma de fuego,0
1997,Campeche,Lesiones,Dolosas,Otros,0
1997,Campeche,Lesiones,Dolosas,Sin datos,1366
1997,Campeche,Lesiones,Culposas,Con arma blanca,0
1997,Campeche,Lesiones,Culposas,Con arma de fuego,0
1997,Coahuila de Zaragoza,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,0
1997,Coahuila de Zaragoza,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,2463
1997,Coahuila de Zaragoza,Delitos patrimoniales,Extorsion,Extorsion,0
1997,Coahuila de Zaragoza,Delitos patrimoniales,Fraude,Fraude,894
1997,Coahuila de Zaragoza,Delitos patrimoniales,Despojo,Con violencia,0
1997,Coahuila de Zaragoza,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Coahuila de Zaragoza,Delitos patrimoniales,Despojo,Sin datos,0
1997,Coahuila de Zaragoza,Delitos sexuales (violacion),Violacion,Violacion,157
1997,Coahuila de Zaragoza,Homicidios,Dolosos,Con arma de fuego,8
1997,Coahuila de Zaragoza,Homicidios,Dolosos,Con arma blanca,8
1997,Coahuila de Zaragoza,Homicidios,Dolosos,Otros,159
1997,Coahuila de Zaragoza,Homicidios,Dolosos,Sin datos,0
1997,Coahuila de Zaragoza,Homicidios,Culposos,Con arma de fuego,0
1997,Coahuila de Zaragoza,Homicidios,Culposos,Con arma blanca,0
1997,Coahuila de Zaragoza,Homicidios,Culposos,Otros,0
1997,Coahuila de Zaragoza,Lesiones,Culposas,Otros,0
1997,Coahuila de Zaragoza,Lesiones,Culposas,Sin datos,317
1997,Coahuila de Zaragoza,Otros delitos,Amenazas,Amenazas,695
1997,Coahuila de Zaragoza,Otros delitos,Estupro,Estupro,39
1997,Coahuila de Zaragoza,Otros delitos,Otros sexuales,Otros sexuales,147
1997,Coahuila de Zaragoza,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),6205
1997,Coahuila de Zaragoza,Priv. de la libertad (secuestro),Secuestro,Secuestro,0
1997,Coahuila de Zaragoza,Robo comun,Con violencia,A casa habitacion,876
1997,Coahuila de Zaragoza,Robo comun,Con violencia,A negocio,803
1997,Coahuila de Zaragoza,Robo comun,Con violencia,De vehiculos,134
1997,Coahuila de Zaragoza,Robo comun,Con violencia,A transportistas,0
1997,Coahuila de Zaragoza,Robo comun,Con violencia,A transeuntes,685
1997,Coahuila de Zaragoza,Robo comun,Con violencia,Otros,272
1997,Coahuila de Zaragoza,Robo comun,Con violencia,Sin datos,0
1997,Coahuila de Zaragoza,Robo comun,Sin violencia,A casa habitacion,2934
1997,Coahuila de Zaragoza,Robo comun,Sin violencia,A negocio,1950
1997,Coahuila de Zaragoza,Robo comun,Sin violencia,De vehiculos,948
1997,Coahuila de Zaragoza,Robo comun,Sin violencia,A transportistas,0
1997,Coahuila de Zaragoza,Robo comun,Sin violencia,A transeuntes,0
1997,Coahuila de Zaragoza,Robo comun,Sin violencia,Otros,1796
1997,Coahuila de Zaragoza,Robo comun,Sin violencia,Sin datos,0
1997,Coahuila de Zaragoza,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Con violencia,A bancos,16
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Coahuila de Zaragoza,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Coahuila de Zaragoza,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Coahuila de Zaragoza,Robo en carreteras,Con violencia,A autobuses,0
1997,Coahuila de Zaragoza,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Coahuila de Zaragoza,Robo en carreteras,Con violencia,Otros,0
1997,Coahuila de Zaragoza,Robo en carreteras,Con violencia,Sin datos,0
1997,Coahuila de Zaragoza,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Coahuila de Zaragoza,Robo en carreteras,Sin violencia,A autobuses,0
1997,Coahuila de Zaragoza,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Coahuila de Zaragoza,Robo en carreteras,Sin violencia,Otros,0
1997,Coahuila de Zaragoza,Robo en carreteras,Sin violencia,Sin datos,0
1997,Coahuila de Zaragoza,Homicidios,Culposos,Sin datos,260
1997,Coahuila de Zaragoza,Lesiones,Dolosas,Con arma blanca,0
1997,Coahuila de Zaragoza,Lesiones,Dolosas,Con arma de fuego,0
1997,Coahuila de Zaragoza,Lesiones,Dolosas,Otros,0
1997,Coahuila de Zaragoza,Lesiones,Dolosas,Sin datos,3846
1997,Coahuila de Zaragoza,Lesiones,Culposas,Con arma blanca,0
1997,Coahuila de Zaragoza,Lesiones,Culposas,Con arma de fuego,0
1997,Colima,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,360
1997,Colima,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,980
1997,Colima,Delitos patrimoniales,Extorsion,Extorsion,37
1997,Colima,Delitos patrimoniales,Fraude,Fraude,772
1997,Colima,Delitos patrimoniales,Despojo,Con violencia,0
1997,Colima,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Colima,Delitos patrimoniales,Despojo,Sin datos,0
1997,Colima,Delitos sexuales (violacion),Violacion,Violacion,93
1997,Colima,Homicidios,Dolosos,Con arma de fuego,28
1997,Colima,Homicidios,Dolosos,Con arma blanca,19
1997,Colima,Homicidios,Dolosos,Otros,52
1997,Colima,Homicidios,Dolosos,Sin datos,0
1997,Colima,Homicidios,Culposos,Con arma de fuego,0
1997,Colima,Homicidios,Culposos,Con arma blanca,0
1997,Colima,Homicidios,Culposos,Otros,0
1997,Colima,Lesiones,Culposas,Otros,0
1997,Colima,Lesiones,Culposas,Sin datos,562
1997,Colima,Otros delitos,Amenazas,Amenazas,842
1997,Colima,Otros delitos,Estupro,Estupro,74
1997,Colima,Otros delitos,Otros sexuales,Otros sexuales,176
1997,Colima,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),4383
1997,Colima,Priv. de la libertad (secuestro),Secuestro,Secuestro,14
1997,Colima,Robo comun,Con violencia,A casa habitacion,1204
1997,Colima,Robo comun,Con violencia,A negocio,365
1997,Colima,Robo comun,Con violencia,De vehiculos,173
1997,Colima,Robo comun,Con violencia,A transportistas,90
1997,Colima,Robo comun,Con violencia,A transeuntes,159
1997,Colima,Robo comun,Con violencia,Otros,726
1997,Colima,Robo comun,Con violencia,Sin datos,0
1997,Colima,Robo comun,Sin violencia,A casa habitacion,617
1997,Colima,Robo comun,Sin violencia,A negocio,232
1997,Colima,Robo comun,Sin violencia,De vehiculos,200
1997,Colima,Robo comun,Sin violencia,A transportistas,0
1997,Colima,Robo comun,Sin violencia,A transeuntes,0
1997,Colima,Robo comun,Sin violencia,Otros,860
1997,Colima,Robo comun,Sin violencia,Sin datos,0
1997,Colima,Robo de ganado (abigeato),Abigeato,Abigeato,0
1997,Colima,Robo en instituciones bancarias,Con violencia,A bancos,5
1997,Colima,Robo en instituciones bancarias,Con violencia,A casa de bolsa,1
1997,Colima,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
1997,Colima,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
1997,Colima,Robo en instituciones bancarias,Con violencia,Otros,0
1997,Colima,Robo en instituciones bancarias,Con violencia,Sin datos,0
1997,Colima,Robo en instituciones bancarias,Sin violencia,A bancos,0
1997,Colima,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
1997,Colima,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
1997,Colima,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
1997,Colima,Robo en instituciones bancarias,Sin violencia,Otros,0
1997,Colima,Robo en instituciones bancarias,Sin violencia,Sin datos,0
1997,Colima,Robo en carreteras,Con violencia,A camiones de carga,0
1997,Colima,Robo en carreteras,Con violencia,A autobuses,0
1997,Colima,Robo en carreteras,Con violencia,A vehiculos particulares,0
1997,Colima,Robo en carreteras,Con violencia,Otros,0
1997,Colima,Robo en carreteras,Con violencia,Sin datos,0
1997,Colima,Robo en carreteras,Sin violencia,A camiones de carga,0
1997,Colima,Robo en carreteras,Sin violencia,A autobuses,0
1997,Colima,Robo en carreteras,Sin violencia,A vehiculos particulares,0
1997,Colima,Robo en carreteras,Sin violencia,Otros,0
1997,Colima,Robo en carreteras,Sin violencia,Sin datos,0
1997,Colima,Homicidios,Culposos,Sin datos,105
1997,Colima,Lesiones,Dolosas,Con arma blanca,0
1997,Colima,Lesiones,Dolosas,Con arma de fuego,0
1997,Colima,Lesiones,Dolosas,Otros,0
1997,Colima,Lesiones,Dolosas,Sin datos,1245
1997,Colima,Lesiones,Culposas,Con arma blanca,0
1997,Colima,Lesiones,Culposas,Con arma de fuego,0
1997,Chiapas,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,576
1997,Chiapas,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,2296
1997,Chiapas,Delitos patrimoniales,Extorsion,Extorsion,82
1997,Chiapas,Delitos patrimoniales,Fraude,Fraude,1471
1997,Chiapas,Delitos patrimoniales,Despojo,Con violencia,0
1997,Chiapas,Delitos patrimoniales,Despojo,Sin violencia,0
1997,Chiapas,Delitos patrimoniales,Despojo,Sin datos,0
1997,Chiapas,Delitos sexuales (violacion),Violacion,Violacion,422
1997,Chiapas,Homicidios,Dolosos,Con arma de fuego,276
1997,Chiapas,Homicidios,Dolosos,Con arma blanca,136
1997,Chiapas,Homicidios,Dolosos,Otros,945
1997,Chiapas,Homicidios,Dolosos,Sin datos,0
1997,Chiapas,Homicidios,Culposos,Con arma de fuego,0
1997,Chiapas,Homicidios,Culposos,Con arma blanca,0
1997,Chiapas,Homicidios,Culposos,Otros,0
