Año,Entidad,Modalidad,Tipo,Subtipo,Total
2006,Jalisco,Homicidios,Culposos,Otros,0
2006,Jalisco,Homicidios,Culposos,Sin datos,838
2006,Jalisco,Lesiones,Dolosas,Con arma blanca,0
2006,Jalisco,Lesiones,Dolosas,Con arma de fuego,0
2006,Jalisco,Lesiones,Dolosas,Otros,0
2006,Jalisco,Lesiones,Dolosas,Sin datos,6260
2006,Jalisco,Lesiones,Culposas,Con arma blanca,0
2006,Jalisco,Lesiones,Culposas,Con arma de fuego,0
2006,México,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,2599
2006,México,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,18086
2006,México,Delitos patrimoniales,Extorsion,Extorsion,0
2006,México,Delitos patrimoniales,Fraude,Fraude,4856
2006,México,Delitos patrimoniales,Despojo,Con violencia,0
2006,México,Delitos patrimoniales,Despojo,Sin violencia,0
2006,México,Delitos patrimoniales,Despojo,Sin datos,2201
2006,México,Delitos sexuales (violacion),Violacion,Violacion,2838
2006,México,Homicidios,Dolosos,Con arma de fuego,0
2006,México,Homicidios,Dolosos,Con arma blanca,0
2006,México,Homicidios,Dolosos,Otros,0
2006,México,Homicidios,Dolosos,Sin datos,2766
2006,México,Homicidios,Culposos,Con arma de fuego,0
2006,México,Homicidios,Culposos,Con arma blanca,0
2006,México,Lesiones,Culposas,Otros,0
2006,México,Lesiones,Culposas,Sin datos,13617
2006,México,Otros delitos,Amenazas,Amenazas,0
2006,México,Otros delitos,Estupro,Estupro,215
2006,México,Otros delitos,Otros sexuales,Otros sexuales,0
2006,México,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),70815
2006,México,Priv. de la libertad (secuestro),Secuestro,Secuestro,42
2006,México,Robo comun,Con violencia,A casa habitacion,2077
2006,México,Robo comun,Con violencia,A negocio,332
2006,México,Robo comun,Con violencia,De vehiculos,10349
2006,México,Robo comun,Con violencia,A transportistas,711
2006,México,Robo comun,Con violencia,A transeuntes,35371
2006,México,Robo comun,Con violencia,Otros,0
2006,México,Robo comun,Con violencia,Sin datos,0
2006,México,Robo comun,Sin violencia,A casa habitacion,7931
2006,México,Robo comun,Sin violencia,A negocio,1100
2006,México,Robo comun,Sin violencia,De vehiculos,18728
2006,México,Robo comun,Sin violencia,A transportistas,0
2006,México,Robo comun,Sin violencia,A transeuntes,0
2006,México,Robo comun,Sin violencia,Otros,0
2006,México,Robo comun,Sin violencia,Sin datos,0
2006,México,Robo de ganado (abigeato),Abigeato,Abigeato,435
2006,México,Robo en instituciones bancarias,Con violencia,A bancos,0
2006,México,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2006,México,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2006,México,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2006,México,Robo en instituciones bancarias,Con violencia,Otros,0
2006,México,Robo en instituciones bancarias,Con violencia,Sin datos,35
2006,México,Robo en instituciones bancarias,Sin violencia,A bancos,0
2006,México,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2006,México,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2006,México,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2006,México,Robo en instituciones bancarias,Sin violencia,Otros,0
2006,México,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2006,México,Robo en carreteras,Con violencia,A camiones de carga,0
2006,México,Robo en carreteras,Con violencia,A autobuses,0
2006,México,Robo en carreteras,Con violencia,A vehiculos particulares,0
2006,México,Robo en carreteras,Con violencia,Otros,0
2006,México,Robo en carreteras,Con violencia,Sin datos,0
2006,México,Robo en carreteras,Sin violencia,A camiones de carga,0
2006,México,Robo en carreteras,Sin violencia,A autobuses,0
2006,México,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2006,México,Robo en carreteras,Sin violencia,Otros,0
2006,México,Robo en carreteras,Sin violencia,Sin datos,0
2006,México,Homicidios,Culposos,Otros,0
2006,México,Homicidios,Culposos,Sin datos,3118
2006,México,Lesiones,Dolosas,Con arma blanca,0
2006,México,Lesiones,Dolosas,Con arma de fuego,0
2006,México,Lesiones,Dolosas,Otros,0
2006,México,Lesiones,Dolosas,Sin datos,39539
2006,México,Lesiones,Culposas,Con arma blanca,0
2006,México,Lesiones,Culposas,Con arma de fuego,0
2006,Michoacán de Ocampo,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,485
2006,Michoacán de Ocampo,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,2643
2006,Michoacán de Ocampo,Delitos patrimoniales,Extorsion,Extorsion,114
2006,Michoacán de Ocampo,Delitos patrimoniales,Fraude,Fraude,1865
2006,Michoacán de Ocampo,Delitos patrimoniales,Despojo,Con violencia,0
2006,Michoacán de Ocampo,Delitos patrimoniales,Despojo,Sin violencia,0
2006,Michoacán de Ocampo,Delitos patrimoniales,Despojo,Sin datos,596
2006,Michoacán de Ocampo,Delitos sexuales (violacion),Violacion,Violacion,238
2006,Michoacán de Ocampo,Homicidios,Dolosos,Con arma de fuego,339
2006,Michoacán de Ocampo,Homicidios,Dolosos,Con arma blanca,41
2006,Michoacán de Ocampo,Homicidios,Dolosos,Otros,281
2006,Michoacán de Ocampo,Homicidios,Dolosos,Sin datos,0
2006,Michoacán de Ocampo,Homicidios,Culposos,Con arma de fuego,14
2006,Michoacán de Ocampo,Homicidios,Culposos,Con arma blanca,0
2006,Michoacán de Ocampo,Lesiones,Culposas,Otros,1002
2006,Michoacán de Ocampo,Lesiones,Culposas,Sin datos,0
2006,Michoacán de Ocampo,Otros delitos,Amenazas,Amenazas,423
2006,Michoacán de Ocampo,Otros delitos,Estupro,Estupro,59
2006,Michoacán de Ocampo,Otros delitos,Otros sexuales,Otros sexuales,233
2006,Michoacán de Ocampo,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),3892
2006,Michoacán de Ocampo,Priv. de la libertad (secuestro),Secuestro,Secuestro,16
2006,Michoacán de Ocampo,Robo comun,Con violencia,A casa habitacion,8
2006,Michoacán de Ocampo,Robo comun,Con violencia,A negocio,56
2006,Michoacán de Ocampo,Robo comun,Con violencia,De vehiculos,95
2006,Michoacán de Ocampo,Robo comun,Con violencia,A transportistas,77
2006,Michoacán de Ocampo,Robo comun,Con violencia,A transeuntes,157
2006,Michoacán de Ocampo,Robo comun,Con violencia,Otros,63
2006,Michoacán de Ocampo,Robo comun,Con violencia,Sin datos,0
2006,Michoacán de Ocampo,Robo comun,Sin violencia,A casa habitacion,3415
2006,Michoacán de Ocampo,Robo comun,Sin violencia,A negocio,2121
2006,Michoacán de Ocampo,Robo comun,Sin violencia,De vehiculos,3836
2006,Michoacán de Ocampo,Robo comun,Sin violencia,A transportistas,242
2006,Michoacán de Ocampo,Robo comun,Sin violencia,A transeuntes,1046
2006,Michoacán de Ocampo,Robo comun,Sin violencia,Otros,4033
2006,Michoacán de Ocampo,Robo comun,Sin violencia,Sin datos,0
2006,Michoacán de Ocampo,Robo de ganado (abigeato),Abigeato,Abigeato,194
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,A bancos,2
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,Otros,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,Sin datos,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,A bancos,29
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,Otros,0
2006,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2006,Michoacán de Ocampo,Robo en carreteras,Con violencia,A camiones de carga,0
2006,Michoacán de Ocampo,Robo en carreteras,Con violencia,A autobuses,0
2006,Michoacán de Ocampo,Robo en carreteras,Con violencia,A vehiculos particulares,0
2006,Michoacán de Ocampo,Robo en carreteras,Con violencia,Otros,0
2006,Michoacán de Ocampo,Robo en carreteras,Con violencia,Sin datos,0
2006,Michoacán de Ocampo,Robo en carreteras,Sin violencia,A camiones de carga,0
2006,Michoacán de Ocampo,Robo en carreteras,Sin violencia,A autobuses,0
2006,Michoacán de Ocampo,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2006,Michoacán de Ocampo,Robo en carreteras,Sin violencia,Otros,0
2006,Michoacán de Ocampo,Robo en carreteras,Sin violencia,Sin datos,0
2006,Michoacán de Ocampo,Homicidios,Culposos,Otros,674
2006,Michoacán de Ocampo,Homicidios,Culposos,Sin datos,0
2006,Michoacán de Ocampo,Lesiones,Dolosas,Con arma blanca,171
2006,Michoacán de Ocampo,Lesiones,Dolosas,Con arma de fuego,137
2006,Michoacán de Ocampo,Lesiones,Dolosas,Otros,2860
2006,Michoacán de Ocampo,Lesiones,Dolosas,Sin datos,0
2006,Michoacán de Ocampo,Lesiones,Culposas,Con arma blanca,5
2006,Michoacán de Ocampo,Lesiones,Culposas,Con arma de fuego,18
2006,Morelos,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,833
2006,Morelos,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,3264
2006,Morelos,Delitos patrimoniales,Extorsion,Extorsion,436
2006,Morelos,Delitos patrimoniales,Fraude,Fraude,1737
2006,Morelos,Delitos patrimoniales,Despojo,Con violencia,0
2006,Morelos,Delitos patrimoniales,Despojo,Sin violencia,0
2006,Morelos,Delitos patrimoniales,Despojo,Sin datos,1090
2006,Morelos,Delitos sexuales (violacion),Violacion,Violacion,306
2006,Morelos,Homicidios,Dolosos,Con arma de fuego,68
2006,Morelos,Homicidios,Dolosos,Con arma blanca,24
2006,Morelos,Homicidios,Dolosos,Otros,67
2006,Morelos,Homicidios,Dolosos,Sin datos,0
2006,Morelos,Homicidios,Culposos,Con arma de fuego,0
2006,Morelos,Homicidios,Culposos,Con arma blanca,0
2006,Morelos,Lesiones,Culposas,Otros,903
2006,Morelos,Lesiones,Culposas,Sin datos,0
2006,Morelos,Otros delitos,Amenazas,Amenazas,4681
2006,Morelos,Otros delitos,Estupro,Estupro,68
2006,Morelos,Otros delitos,Otros sexuales,Otros sexuales,328
2006,Morelos,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),10807
2006,Morelos,Priv. de la libertad (secuestro),Secuestro,Secuestro,13
2006,Morelos,Robo comun,Con violencia,A casa habitacion,115
2006,Morelos,Robo comun,Con violencia,A negocio,585
2006,Morelos,Robo comun,Con violencia,De vehiculos,552
2006,Morelos,Robo comun,Con violencia,A transportistas,0
2006,Morelos,Robo comun,Con violencia,A transeuntes,1321
2006,Morelos,Robo comun,Con violencia,Otros,2400
2006,Morelos,Robo comun,Con violencia,Sin datos,0
2006,Morelos,Robo comun,Sin violencia,A casa habitacion,1479
2006,Morelos,Robo comun,Sin violencia,A negocio,724
2006,Morelos,Robo comun,Sin violencia,De vehiculos,1787
2006,Morelos,Robo comun,Sin violencia,A transportistas,0
2006,Morelos,Robo comun,Sin violencia,A transeuntes,0
2006,Morelos,Robo comun,Sin violencia,Otros,3985
2006,Morelos,Robo comun,Sin violencia,Sin datos,0
2006,Morelos,Robo de ganado (abigeato),Abigeato,Abigeato,95
2006,Morelos,Robo en instituciones bancarias,Con violencia,A bancos,2
2006,Morelos,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2006,Morelos,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2006,Morelos,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2006,Morelos,Robo en instituciones bancarias,Con violencia,Otros,0
2006,Morelos,Robo en instituciones bancarias,Con violencia,Sin datos,0
2006,Morelos,Robo en instituciones bancarias,Sin violencia,A bancos,0
2006,Morelos,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2006,Morelos,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2006,Morelos,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2006,Morelos,Robo en instituciones bancarias,Sin violencia,Otros,0
2006,Morelos,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2006,Morelos,Robo en carreteras,Con violencia,A camiones de carga,5
2006,Morelos,Robo en carreteras,Con violencia,A autobuses,25
2006,Morelos,Robo en carreteras,Con violencia,A vehiculos particulares,2
2006,Morelos,Robo en carreteras,Con violencia,Otros,0
2006,Morelos,Robo en carreteras,Con violencia,Sin datos,0
2006,Morelos,Robo en carreteras,Sin violencia,A camiones de carga,0
2006,Morelos,Robo en carreteras,Sin violencia,A autobuses,0
2006,Morelos,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2006,Morelos,Robo en carreteras,Sin violencia,Otros,0
2006,Morelos,Robo en carreteras,Sin violencia,Sin datos,0
2006,Morelos,Homicidios,Culposos,Otros,506
2006,Morelos,Homicidios,Culposos,Sin datos,0
2006,Morelos,Lesiones,Dolosas,Con arma blanca,0
2006,Morelos,Lesiones,Dolosas,Con arma de fuego,0
2006,Morelos,Lesiones,Dolosas,Otros,3949
2006,Morelos,Lesiones,Dolosas,Sin datos,290
2006,Morelos,Lesiones,Culposas,Con arma blanca,0
2006,Morelos,Lesiones,Culposas,Con arma de fuego,0
2006,Nayarit,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,667
2006,Nayarit,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,3045
2006,Nayarit,Delitos patrimoniales,Extorsion,Extorsion,1
2006,Nayarit,Delitos patrimoniales,Fraude,Fraude,1538
2006,Nayarit,Delitos patrimoniales,Despojo,Con violencia,35
2006,Nayarit,Delitos patrimoniales,Despojo,Sin violencia,542
2006,Nayarit,Delitos patrimoniales,Despojo,Sin datos,0
2006,Nayarit,Delitos sexuales (violacion),Violacion,Violacion,189
2006,Nayarit,Homicidios,Dolosos,Con arma de fuego,47
2006,Nayarit,Homicidios,Dolosos,Con arma blanca,20
2006,Nayarit,Homicidios,Dolosos,Otros,11
2006,Nayarit,Homicidios,Dolosos,Sin datos,16
2006,Nayarit,Homicidios,Culposos,Con arma de fuego,1
2006,Nayarit,Homicidios,Culposos,Con arma blanca,0
2006,Nayarit,Lesiones,Culposas,Otros,17
2006,Nayarit,Lesiones,Culposas,Sin datos,851
2006,Nayarit,Otros delitos,Amenazas,Amenazas,1512
2006,Nayarit,Otros delitos,Estupro,Estupro,97
2006,Nayarit,Otros delitos,Otros sexuales,Otros sexuales,265
2006,Nayarit,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),4768
2006,Nayarit,Priv. de la libertad (secuestro),Secuestro,Secuestro,2
2006,Nayarit,Robo comun,Con violencia,A casa habitacion,551
2006,Nayarit,Robo comun,Con violencia,A negocio,235
2006,Nayarit,Robo comun,Con violencia,De vehiculos,49
2006,Nayarit,Robo comun,Con violencia,A transportistas,10
2006,Nayarit,Robo comun,Con violencia,A transeuntes,0
2006,Nayarit,Robo comun,Con violencia,Otros,1088
2006,Nayarit,Robo comun,Con violencia,Sin datos,0
2006,Nayarit,Robo comun,Sin violencia,A casa habitacion,1766
2006,Nayarit,Robo comun,Sin violencia,A negocio,556
2006,Nayarit,Robo comun,Sin violencia,De vehiculos,377
2006,Nayarit,Robo comun,Sin violencia,A transportistas,0
2006,Nayarit,Robo comun,Sin violencia,A transeuntes,0
2006,Nayarit,Robo comun,Sin violencia,Otros,2631
2006,Nayarit,Robo comun,Sin violencia,Sin datos,0
2006,Nayarit,Robo de ganado (abigeato),Abigeato,Abigeato,206
2006,Nayarit,Robo en instituciones bancarias,Con violencia,A bancos,2
2006,Nayarit,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2006,Nayarit,Robo en instituciones bancarias,Con violencia,A casa de cambio,1
2006,Nayarit,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2006,Nayarit,Robo en instituciones bancarias,Con violencia,Otros,0
2006,Nayarit,Robo en instituciones bancarias,Con violencia,Sin datos,0
2006,Nayarit,Robo en instituciones bancarias,Sin violencia,A bancos,0
2006,Nayarit,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2006,Nayarit,Robo en instituciones bancarias,Sin violencia,A casa de cambio,1
2006,Nayarit,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2006,Nayarit,Robo en instituciones bancarias,Sin violencia,Otros,0
2006,Nayarit,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2006,Nayarit,Robo en carreteras,Con violencia,A camiones de carga,13
2006,Nayarit,Robo en carreteras,Con violencia,A autobuses,0
2006,Nayarit,Robo en carreteras,Con violencia,A vehiculos particulares,4
2006,Nayarit,Robo en carreteras,Con violencia,Otros,9
2006,Nayarit,Robo en carreteras,Con violencia,Sin datos,0
2006,Nayarit,Robo en carreteras,Sin violencia,A camiones de carga,3
2006,Nayarit,Robo en carreteras,Sin violencia,A autobuses,0
2006,Nayarit,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2006,Nayarit,Robo en carreteras,Sin violencia,Otros,5
2006,Nayarit,Robo en carreteras,Sin violencia,Sin datos,0
2006,Nayarit,Homicidios,Culposos,Otros,16
2006,Nayarit,Homicidios,Culposos,Sin datos,244
2006,Nayarit,Lesiones,Dolosas,Con arma blanca,70
2006,Nayarit,Lesiones,Dolosas,Con arma de fuego,25
2006,Nayarit,Lesiones,Dolosas,Otros,615
2006,Nayarit,Lesiones,Dolosas,Sin datos,2100
2006,Nayarit,Lesiones,Culposas,Con arma blanca,1
2006,Nayarit,Lesiones,Culposas,Con arma de fuego,6
2006,Nuevo León,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,605
2006,Nuevo León,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,4413
2006,Nuevo León,Delitos patrimoniales,Extorsion,Extorsion,82
2006,Nuevo León,Delitos patrimoniales,Fraude,Fraude,1810
2006,Nuevo León,Delitos patrimoniales,Despojo,Con violencia,0
2006,Nuevo León,Delitos patrimoniales,Despojo,Sin violencia,0
2006,Nuevo León,Delitos patrimoniales,Despojo,Sin datos,845
2006,Nuevo León,Delitos sexuales (violacion),Violacion,Violacion,289
2006,Nuevo León,Homicidios,Dolosos,Con arma de fuego,91
2006,Nuevo León,Homicidios,Dolosos,Con arma blanca,36
2006,Nuevo León,Homicidios,Dolosos,Otros,53
2006,Nuevo León,Homicidios,Dolosos,Sin datos,0
2006,Nuevo León,Homicidios,Culposos,Con arma de fuego,0
2006,Nuevo León,Homicidios,Culposos,Con arma blanca,0
2006,Nuevo León,Lesiones,Culposas,Otros,1726
2006,Nuevo León,Lesiones,Culposas,Sin datos,0
2006,Nuevo León,Otros delitos,Amenazas,Amenazas,1549
2006,Nuevo León,Otros delitos,Estupro,Estupro,145
2006,Nuevo León,Otros delitos,Otros sexuales,Otros sexuales,1165
2006,Nuevo León,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),916
2006,Nuevo León,Priv. de la libertad (secuestro),Secuestro,Secuestro,1
2006,Nuevo León,Robo comun,Con violencia,A casa habitacion,111
2006,Nuevo León,Robo comun,Con violencia,A negocio,532
2006,Nuevo León,Robo comun,Con violencia,De vehiculos,208
2006,Nuevo León,Robo comun,Con violencia,A transportistas,0
2006,Nuevo León,Robo comun,Con violencia,A transeuntes,887
2006,Nuevo León,Robo comun,Con violencia,Otros,587
2006,Nuevo León,Robo comun,Con violencia,Sin datos,0
2006,Nuevo León,Robo comun,Sin violencia,A casa habitacion,3848
2006,Nuevo León,Robo comun,Sin violencia,A negocio,3445
2006,Nuevo León,Robo comun,Sin violencia,De vehiculos,3835
2006,Nuevo León,Robo comun,Sin violencia,A transportistas,0
2006,Nuevo León,Robo comun,Sin violencia,A transeuntes,1571
2006,Nuevo León,Robo comun,Sin violencia,Otros,11297
2006,Nuevo León,Robo comun,Sin violencia,Sin datos,0
2006,Nuevo León,Robo de ganado (abigeato),Abigeato,Abigeato,101
2006,Nuevo León,Robo en instituciones bancarias,Con violencia,A bancos,24
2006,Nuevo León,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2006,Nuevo León,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2006,Nuevo León,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2006,Nuevo León,Robo en instituciones bancarias,Con violencia,Otros,0
2006,Nuevo León,Robo en instituciones bancarias,Con violencia,Sin datos,0
2006,Nuevo León,Robo en instituciones bancarias,Sin violencia,A bancos,0
2006,Nuevo León,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2006,Nuevo León,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2006,Nuevo León,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2006,Nuevo León,Robo en instituciones bancarias,Sin violencia,Otros,0
2006,Nuevo León,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2006,Nuevo León,Robo en carreteras,Con violencia,A camiones de carga,0
2006,Nuevo León,Robo en carreteras,Con violencia,A autobuses,0
2006,Nuevo León,Robo en carreteras,Con violencia,A vehiculos particulares,0
2006,Nuevo León,Robo en carreteras,Con violencia,Otros,1
2006,Nuevo León,Robo en carreteras,Con violencia,Sin datos,0
2006,Nuevo León,Robo en carreteras,Sin violencia,A camiones de carga,0
2006,Nuevo León,Robo en carreteras,Sin violencia,A autobuses,0
2006,Nuevo León,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2006,Nuevo León,Robo en carreteras,Sin violencia,Otros,2
2006,Nuevo León,Robo en carreteras,Sin violencia,Sin datos,0
2006,Nuevo León,Homicidios,Culposos,Otros,478
2006,Nuevo León,Homicidios,Culposos,Sin datos,0
2006,Nuevo León,Lesiones,Dolosas,Con arma blanca,0
2006,Nuevo León,Lesiones,Dolosas,Con arma de fuego,0
2006,Nuevo León,Lesiones,Dolosas,Otros,5559
2006,Nuevo León,Lesiones,Dolosas,Sin datos,0
2006,Nuevo León,Lesiones,Culposas,Con arma blanca,0
2006,Nuevo León,Lesiones,Culposas,Con arma de fuego,0
2006,Oaxaca,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,456
2006,Oaxaca,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,4330
2006,Oaxaca,Delitos patrimoniales,Extorsion,Extorsion,235
2006,Oaxaca,Delitos patrimoniales,Fraude,Fraude,1822
2006,Oaxaca,Delitos patrimoniales,Despojo,Con violencia,0
2006,Oaxaca,Delitos patrimoniales,Despojo,Sin violencia,0
2006,Oaxaca,Delitos patrimoniales,Despojo,Sin datos,774
2006,Oaxaca,Delitos sexuales (violacion),Violacion,Violacion,370
2006,Oaxaca,Homicidios,Dolosos,Con arma de fuego,0
2006,Oaxaca,Homicidios,Dolosos,Con arma blanca,0
2006,Oaxaca,Homicidios,Dolosos,Otros,1077
2006,Oaxaca,Homicidios,Dolosos,Sin datos,0
2006,Oaxaca,Homicidios,Culposos,Con arma de fuego,0
2006,Oaxaca,Homicidios,Culposos,Con arma blanca,0
2006,Oaxaca,Lesiones,Culposas,Otros,1137
2006,Oaxaca,Lesiones,Culposas,Sin datos,0
2006,Oaxaca,Otros delitos,Amenazas,Amenazas,3534
2006,Oaxaca,Otros delitos,Estupro,Estupro,137
2006,Oaxaca,Otros delitos,Otros sexuales,Otros sexuales,924
2006,Oaxaca,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),7099
2006,Oaxaca,Priv. de la libertad (secuestro),Secuestro,Secuestro,5
2006,Oaxaca,Robo comun,Con violencia,A casa habitacion,440
2006,Oaxaca,Robo comun,Con violencia,A negocio,239
2006,Oaxaca,Robo comun,Con violencia,De vehiculos,0
2006,Oaxaca,Robo comun,Con violencia,A transportistas,98
2006,Oaxaca,Robo comun,Con violencia,A transeuntes,1014
2006,Oaxaca,Robo comun,Con violencia,Otros,565
2006,Oaxaca,Robo comun,Con violencia,Sin datos,0
2006,Oaxaca,Robo comun,Sin violencia,A casa habitacion,1187
2006,Oaxaca,Robo comun,Sin violencia,A negocio,407
2006,Oaxaca,Robo comun,Sin violencia,De vehiculos,829
2006,Oaxaca,Robo comun,Sin violencia,A transportistas,0
2006,Oaxaca,Robo comun,Sin violencia,A transeuntes,0
2006,Oaxaca,Robo comun,Sin violencia,Otros,3445
2006,Oaxaca,Robo comun,Sin violencia,Sin datos,0
2006,Oaxaca,Robo de ganado (abigeato),Abigeato,Abigeato,183
2006,Oaxaca,Robo en instituciones bancarias,Con violencia,A bancos,12
2006,Oaxaca,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2006,Oaxaca,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2006,Oaxaca,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2006,Oaxaca,Robo en instituciones bancarias,Con violencia,Otros,0
2006,Oaxaca,Robo en instituciones bancarias,Con violencia,Sin datos,0
2006,Oaxaca,Robo en instituciones bancarias,Sin violencia,A bancos,0
2006,Oaxaca,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2006,Oaxaca,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2006,Oaxaca,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2006,Oaxaca,Robo en instituciones bancarias,Sin violencia,Otros,0
2006,Oaxaca,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2006,Oaxaca,Robo en carreteras,Con violencia,A camiones de carga,0
2006,Oaxaca,Robo en carreteras,Con violencia,A autobuses,0
2006,Oaxaca,Robo en carreteras,Con violencia,A vehiculos particulares,0
2006,Oaxaca,Robo en carreteras,Con violencia,Otros,0
2006,Oaxaca,Robo en carreteras,Con violencia,Sin datos,0
2006,Oaxaca,Robo en carreteras,Sin violencia,A camiones de carga,0
2006,Oaxaca,Robo en carreteras,Sin violencia,A autobuses,0
2006,Oaxaca,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2006,Oaxaca,Robo en carreteras,Sin violencia,Otros,0
2006,Oaxaca,Robo en carreteras,Sin violencia,Sin datos,0
2006,Oaxaca,Homicidios,Culposos,Otros,400
2006,Oaxaca,Homicidios,Culposos,Sin datos,0
2006,Oaxaca,Lesiones,Dolosas,Con arma blanca,0
2006,Oaxaca,Lesiones,Dolosas,Con arma de fuego,0
2006,Oaxaca,Lesiones,Dolosas,Otros,5240
2006,Oaxaca,Lesiones,Dolosas,Sin datos,0
2006,Oaxaca,Lesiones,Culposas,Con arma blanca,0
2006,Oaxaca,Lesiones,Culposas,Con arma de fuego,0
2006,Puebla,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,590
2006,Puebla,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,5560
2006,Puebla,Delitos patrimoniales,Extorsion,Extorsion,0
2006,Puebla,Delitos patrimoniales,Fraude,Fraude,2095
2006,Puebla,Delitos patrimoniales,Despojo,Con violencia,0
2006,Puebla,Delitos patrimoniales,Despojo,Sin violencia,1470
2006,Puebla,Delitos patrimoniales,Despojo,Sin datos,0
2006,Puebla,Delitos sexuales (violacion),Violacion,Violacion,687
2006,Puebla,Homicidios,Dolosos,Con arma de fuego,226
2006,Puebla,Homicidios,Dolosos,Con arma blanca,135
2006,Puebla,Homicidios,Dolosos,Otros,54
2006,Puebla,Homicidios,Dolosos,Sin datos,0
2006,Puebla,Homicidios,Culposos,Con arma de fuego,0
2006,Puebla,Homicidios,Culposos,Con arma blanca,0
2006,Puebla,Lesiones,Culposas,Otros,3182
