Año,Entidad,Ley,Concepto,Tipo,Total
2013,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),58.0
2013,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),1.0
2013,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),5.0
2013,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),5.0
2013,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),263.0
2013,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,1.0
2013,Zacatecas,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,3.0
2013,Zacatecas,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2013,Zacatecas,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,1.0
2013,Zacatecas,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,42.0
2013,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",2.0
2013,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,34.0
2013,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),0.0
2013,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),0.0
2013,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),0.0
2013,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2013,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),0.0
2013,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,0.0
2013,Extranjero,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,0.0
2013,Extranjero,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2013,Extranjero,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2013,Extranjero,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,2.0
2013,Extranjero,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",1.0
2013,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,10.0
2014,Aguascalientes,Codigo penal federal,Contra la salud,Produccion,0.0
2014,Aguascalientes,Codigo penal federal,Contra la salud,Transporte,9.0
2014,Aguascalientes,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Aguascalientes,Codigo penal federal,Contra la salud,Comercio,3.0
2014,Aguascalientes,Codigo penal federal,Contra la salud,Suministro,0.0
2014,Aguascalientes,Codigo penal federal,Contra la salud,Posesion,61.0
2014,Aguascalientes,Codigo penal federal,Contra la salud,Otros,60.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,17.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,1.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,Contra la integridad corporal,0.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,Electorales,6.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,En materia de derechos de autor,10.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",77.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,Patrimoniales,149.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,1.0
2014,Aguascalientes,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,32.0
2014,Baja California,Codigo penal federal,Contra la salud,Produccion,37.0
2014,Baja California,Codigo penal federal,Contra la salud,Transporte,67.0
2014,Baja California,Codigo penal federal,Contra la salud,Trafico,9.0
2014,Baja California,Codigo penal federal,Contra la salud,Comercio,118.0
2014,Baja California,Codigo penal federal,Contra la salud,Suministro,3.0
2014,Baja California,Codigo penal federal,Contra la salud,Posesion,400.0
2014,Baja California,Codigo penal federal,Contra la salud,Otros,54.0
2014,Baja California,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,237.0
2014,Baja California,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,62.0
2014,Baja California,Codigo penal federal,Otros delitos,Contra la integridad corporal,18.0
2014,Baja California,Codigo penal federal,Otros delitos,Electorales,35.0
2014,Baja California,Codigo penal federal,Otros delitos,En materia de derechos de autor,58.0
2014,Baja California,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",288.0
2014,Baja California,Codigo penal federal,Otros delitos,Patrimoniales,973.0
2014,Baja California,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,16.0
2014,Baja California,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,212.0
2014,Baja California Sur,Codigo penal federal,Contra la salud,Produccion,11.0
2014,Baja California Sur,Codigo penal federal,Contra la salud,Transporte,0.0
2014,Baja California Sur,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Baja California Sur,Codigo penal federal,Contra la salud,Comercio,40.0
2014,Baja California Sur,Codigo penal federal,Contra la salud,Suministro,1.0
2014,Baja California Sur,Codigo penal federal,Contra la salud,Posesion,59.0
2014,Baja California Sur,Codigo penal federal,Contra la salud,Otros,7.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,28.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,27.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,Contra la integridad corporal,0.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,Electorales,2.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,En materia de derechos de autor,4.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",36.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,Patrimoniales,79.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,1.0
2014,Baja California Sur,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,74.0
2014,Campeche,Codigo penal federal,Contra la salud,Produccion,1.0
2014,Campeche,Codigo penal federal,Contra la salud,Transporte,12.0
2014,Campeche,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Campeche,Codigo penal federal,Contra la salud,Comercio,10.0
2014,Campeche,Codigo penal federal,Contra la salud,Suministro,0.0
2014,Campeche,Codigo penal federal,Contra la salud,Posesion,5.0
2014,Campeche,Codigo penal federal,Contra la salud,Otros,12.0
2014,Campeche,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,12.0
2014,Campeche,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,89.0
2014,Campeche,Codigo penal federal,Otros delitos,Contra la integridad corporal,1.0
2014,Campeche,Codigo penal federal,Otros delitos,Electorales,2.0
2014,Campeche,Codigo penal federal,Otros delitos,En materia de derechos de autor,6.0
2014,Campeche,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",22.0
2014,Campeche,Codigo penal federal,Otros delitos,Patrimoniales,83.0
2014,Campeche,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,11.0
2014,Campeche,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,127.0
2014,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Produccion,30.0
2014,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Transporte,12.0
2014,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Comercio,42.0
2014,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Suministro,7.0
2014,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Posesion,33.0
2014,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Otros,28.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,77.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,6.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Contra la integridad corporal,9.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Electorales,13.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,En materia de derechos de autor,18.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",34.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Patrimoniales,271.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,2.0
2014,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,306.0
2014,Colima,Codigo penal federal,Contra la salud,Produccion,7.0
2014,Colima,Codigo penal federal,Contra la salud,Transporte,2.0
2014,Colima,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Colima,Codigo penal federal,Contra la salud,Comercio,6.0
2014,Colima,Codigo penal federal,Contra la salud,Suministro,1.0
2014,Colima,Codigo penal federal,Contra la salud,Posesion,20.0
2014,Colima,Codigo penal federal,Contra la salud,Otros,37.0
2014,Colima,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,80.0
2014,Colima,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,82.0
2014,Colima,Codigo penal federal,Otros delitos,Contra la integridad corporal,1.0
2014,Colima,Codigo penal federal,Otros delitos,Electorales,5.0
2014,Colima,Codigo penal federal,Otros delitos,En materia de derechos de autor,8.0
2014,Colima,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",27.0
2014,Colima,Codigo penal federal,Otros delitos,Patrimoniales,107.0
2014,Colima,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,1.0
2014,Colima,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,116.0
2014,Chiapas,Codigo penal federal,Contra la salud,Produccion,11.0
2014,Chiapas,Codigo penal federal,Contra la salud,Transporte,68.0
2014,Chiapas,Codigo penal federal,Contra la salud,Trafico,21.0
2014,Chiapas,Codigo penal federal,Contra la salud,Comercio,50.0
2014,Chiapas,Codigo penal federal,Contra la salud,Suministro,0.0
2014,Chiapas,Codigo penal federal,Contra la salud,Posesion,19.0
2014,Chiapas,Codigo penal federal,Contra la salud,Otros,44.0
2014,Chiapas,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,125.0
2014,Chiapas,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,126.0
2014,Chiapas,Codigo penal federal,Otros delitos,Contra la integridad corporal,7.0
2014,Chiapas,Codigo penal federal,Otros delitos,Electorales,46.0
2014,Chiapas,Codigo penal federal,Otros delitos,En materia de derechos de autor,2.0
2014,Chiapas,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",147.0
2014,Chiapas,Codigo penal federal,Otros delitos,Patrimoniales,256.0
2014,Chiapas,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,42.0
2014,Chiapas,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,248.0
2014,Chihuahua,Codigo penal federal,Contra la salud,Produccion,34.0
2014,Chihuahua,Codigo penal federal,Contra la salud,Transporte,34.0
2014,Chihuahua,Codigo penal federal,Contra la salud,Trafico,8.0
2014,Chihuahua,Codigo penal federal,Contra la salud,Comercio,34.0
2014,Chihuahua,Codigo penal federal,Contra la salud,Suministro,0.0
2014,Chihuahua,Codigo penal federal,Contra la salud,Posesion,202.0
2014,Chihuahua,Codigo penal federal,Contra la salud,Otros,34.0
2014,Chihuahua,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,120.0
2014,Chihuahua,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,55.0
2014,Chihuahua,Codigo penal federal,Otros delitos,Contra la integridad corporal,15.0
2014,Chihuahua,Codigo penal federal,Otros delitos,Electorales,62.0
2014,Chihuahua,Codigo penal federal,Otros delitos,En materia de derechos de autor,9.0
2014,Chihuahua,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",124.0
2014,Chihuahua,Codigo penal federal,Otros delitos,Patrimoniales,353.0
2014,Chihuahua,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,14.0
2014,Chihuahua,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,318.0
2014,Ciudad de México,Codigo penal federal,Contra la salud,Produccion,6.0
2014,Ciudad de México,Codigo penal federal,Contra la salud,Transporte,6.0
2014,Ciudad de México,Codigo penal federal,Contra la salud,Trafico,2.0
2014,Ciudad de México,Codigo penal federal,Contra la salud,Comercio,35.0
2014,Ciudad de México,Codigo penal federal,Contra la salud,Suministro,1.0
2014,Ciudad de México,Codigo penal federal,Contra la salud,Posesion,123.0
2014,Ciudad de México,Codigo penal federal,Contra la salud,Otros,233.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,844.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,42.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,Contra la integridad corporal,60.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,Electorales,90.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,En materia de derechos de autor,129.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",2162.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,Patrimoniales,4801.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,112.0
2014,Ciudad de México,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,1655.0
2014,Durango,Codigo penal federal,Contra la salud,Produccion,11.0
2014,Durango,Codigo penal federal,Contra la salud,Transporte,18.0
2014,Durango,Codigo penal federal,Contra la salud,Trafico,1.0
2014,Durango,Codigo penal federal,Contra la salud,Comercio,12.0
2014,Durango,Codigo penal federal,Contra la salud,Suministro,1.0
2014,Durango,Codigo penal federal,Contra la salud,Posesion,20.0
2014,Durango,Codigo penal federal,Contra la salud,Otros,13.0
2014,Durango,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,117.0
2014,Durango,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,21.0
2014,Durango,Codigo penal federal,Otros delitos,Contra la integridad corporal,11.0
2014,Durango,Codigo penal federal,Otros delitos,Electorales,18.0
2014,Durango,Codigo penal federal,Otros delitos,En materia de derechos de autor,1.0
2014,Durango,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",28.0
2014,Durango,Codigo penal federal,Otros delitos,Patrimoniales,153.0
2014,Durango,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,4.0
2014,Durango,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,124.0
2014,Guanajuato,Codigo penal federal,Contra la salud,Produccion,5.0
2014,Guanajuato,Codigo penal federal,Contra la salud,Transporte,15.0
2014,Guanajuato,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Guanajuato,Codigo penal federal,Contra la salud,Comercio,35.0
2014,Guanajuato,Codigo penal federal,Contra la salud,Suministro,2.0
2014,Guanajuato,Codigo penal federal,Contra la salud,Posesion,251.0
2014,Guanajuato,Codigo penal federal,Contra la salud,Otros,20.0
2014,Guanajuato,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,64.0
2014,Guanajuato,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,10.0
2014,Guanajuato,Codigo penal federal,Otros delitos,Contra la integridad corporal,1.0
2014,Guanajuato,Codigo penal federal,Otros delitos,Electorales,27.0
2014,Guanajuato,Codigo penal federal,Otros delitos,En materia de derechos de autor,14.0
2014,Guanajuato,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",141.0
2014,Guanajuato,Codigo penal federal,Otros delitos,Patrimoniales,1488.0
2014,Guanajuato,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,34.0
2014,Guanajuato,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,279.0
2014,Guerrero,Codigo penal federal,Contra la salud,Produccion,22.0
2014,Guerrero,Codigo penal federal,Contra la salud,Transporte,44.0
2014,Guerrero,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Guerrero,Codigo penal federal,Contra la salud,Comercio,46.0
2014,Guerrero,Codigo penal federal,Contra la salud,Suministro,1.0
2014,Guerrero,Codigo penal federal,Contra la salud,Posesion,105.0
2014,Guerrero,Codigo penal federal,Contra la salud,Otros,59.0
2014,Guerrero,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,169.0
2014,Guerrero,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,26.0
2014,Guerrero,Codigo penal federal,Otros delitos,Contra la integridad corporal,14.0
2014,Guerrero,Codigo penal federal,Otros delitos,Electorales,32.0
2014,Guerrero,Codigo penal federal,Otros delitos,En materia de derechos de autor,3.0
2014,Guerrero,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",69.0
2014,Guerrero,Codigo penal federal,Otros delitos,Patrimoniales,215.0
2014,Guerrero,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,104.0
2014,Guerrero,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,197.0
2014,Hidalgo,Codigo penal federal,Contra la salud,Produccion,4.0
2014,Hidalgo,Codigo penal federal,Contra la salud,Transporte,4.0
2014,Hidalgo,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Hidalgo,Codigo penal federal,Contra la salud,Comercio,18.0
2014,Hidalgo,Codigo penal federal,Contra la salud,Suministro,0.0
2014,Hidalgo,Codigo penal federal,Contra la salud,Posesion,17.0
2014,Hidalgo,Codigo penal federal,Contra la salud,Otros,18.0
2014,Hidalgo,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,27.0
2014,Hidalgo,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,56.0
2014,Hidalgo,Codigo penal federal,Otros delitos,Contra la integridad corporal,5.0
2014,Hidalgo,Codigo penal federal,Otros delitos,Electorales,34.0
2014,Hidalgo,Codigo penal federal,Otros delitos,En materia de derechos de autor,5.0
2014,Hidalgo,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",53.0
2014,Hidalgo,Codigo penal federal,Otros delitos,Patrimoniales,704.0
2014,Hidalgo,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,10.0
2014,Hidalgo,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,264.0
2014,Jalisco,Codigo penal federal,Contra la salud,Produccion,11.0
2014,Jalisco,Codigo penal federal,Contra la salud,Transporte,10.0
2014,Jalisco,Codigo penal federal,Contra la salud,Trafico,1.0
2014,Jalisco,Codigo penal federal,Contra la salud,Comercio,70.0
2014,Jalisco,Codigo penal federal,Contra la salud,Suministro,2.0
2014,Jalisco,Codigo penal federal,Contra la salud,Posesion,754.0
2014,Jalisco,Codigo penal federal,Contra la salud,Otros,117.0
2014,Jalisco,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,261.0
2014,Jalisco,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,113.0
2014,Jalisco,Codigo penal federal,Otros delitos,Contra la integridad corporal,62.0
2014,Jalisco,Codigo penal federal,Otros delitos,Electorales,85.0
2014,Jalisco,Codigo penal federal,Otros delitos,En materia de derechos de autor,19.0
2014,Jalisco,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",296.0
2014,Jalisco,Codigo penal federal,Otros delitos,Patrimoniales,1451.0
2014,Jalisco,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,68.0
2014,Jalisco,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,243.0
2014,México,Codigo penal federal,Contra la salud,Produccion,23.0
2014,México,Codigo penal federal,Contra la salud,Transporte,12.0
2014,México,Codigo penal federal,Contra la salud,Trafico,1.0
2014,México,Codigo penal federal,Contra la salud,Comercio,48.0
2014,México,Codigo penal federal,Contra la salud,Suministro,2.0
2014,México,Codigo penal federal,Contra la salud,Posesion,60.0
2014,México,Codigo penal federal,Contra la salud,Otros,61.0
2014,México,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,154.0
2014,México,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,78.0
2014,México,Codigo penal federal,Otros delitos,Contra la integridad corporal,32.0
2014,México,Codigo penal federal,Otros delitos,Electorales,596.0
2014,México,Codigo penal federal,Otros delitos,En materia de derechos de autor,25.0
2014,México,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",259.0
2014,México,Codigo penal federal,Otros delitos,Patrimoniales,2684.0
2014,México,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,25.0
2014,México,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,770.0
2014,Michoacán de Ocampo,Codigo penal federal,Contra la salud,Produccion,52.0
2014,Michoacán de Ocampo,Codigo penal federal,Contra la salud,Transporte,25.0
2014,Michoacán de Ocampo,Codigo penal federal,Contra la salud,Trafico,5.0
2014,Michoacán de Ocampo,Codigo penal federal,Contra la salud,Comercio,57.0
2014,Michoacán de Ocampo,Codigo penal federal,Contra la salud,Suministro,6.0
2014,Michoacán de Ocampo,Codigo penal federal,Contra la salud,Posesion,314.0
2014,Michoacán de Ocampo,Codigo penal federal,Contra la salud,Otros,190.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,382.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,77.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,Contra la integridad corporal,31.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,Electorales,175.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,En materia de derechos de autor,60.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",95.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,Patrimoniales,427.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,27.0
2014,Michoacán de Ocampo,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,505.0
2014,Morelos,Codigo penal federal,Contra la salud,Produccion,3.0
2014,Morelos,Codigo penal federal,Contra la salud,Transporte,0.0
2014,Morelos,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Morelos,Codigo penal federal,Contra la salud,Comercio,4.0
2014,Morelos,Codigo penal federal,Contra la salud,Suministro,0.0
2014,Morelos,Codigo penal federal,Contra la salud,Posesion,32.0
2014,Morelos,Codigo penal federal,Contra la salud,Otros,5.0
2014,Morelos,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,101.0
2014,Morelos,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,20.0
2014,Morelos,Codigo penal federal,Otros delitos,Contra la integridad corporal,2.0
2014,Morelos,Codigo penal federal,Otros delitos,Electorales,14.0
2014,Morelos,Codigo penal federal,Otros delitos,En materia de derechos de autor,3.0
2014,Morelos,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",67.0
2014,Morelos,Codigo penal federal,Otros delitos,Patrimoniales,206.0
2014,Morelos,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,4.0
2014,Morelos,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,141.0
2014,Nayarit,Codigo penal federal,Contra la salud,Produccion,7.0
2014,Nayarit,Codigo penal federal,Contra la salud,Transporte,7.0
2014,Nayarit,Codigo penal federal,Contra la salud,Trafico,2.0
2014,Nayarit,Codigo penal federal,Contra la salud,Comercio,7.0
2014,Nayarit,Codigo penal federal,Contra la salud,Suministro,0.0
2014,Nayarit,Codigo penal federal,Contra la salud,Posesion,5.0
2014,Nayarit,Codigo penal federal,Contra la salud,Otros,22.0
2014,Nayarit,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,231.0
2014,Nayarit,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,38.0
2014,Nayarit,Codigo penal federal,Otros delitos,Contra la integridad corporal,61.0
2014,Nayarit,Codigo penal federal,Otros delitos,Electorales,24.0
2014,Nayarit,Codigo penal federal,Otros delitos,En materia de derechos de autor,5.0
2014,Nayarit,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",22.0
2014,Nayarit,Codigo penal federal,Otros delitos,Patrimoniales,67.0
2014,Nayarit,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,6.0
2014,Nayarit,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,128.0
2014,Nuevo León,Codigo penal federal,Contra la salud,Produccion,1.0
2014,Nuevo León,Codigo penal federal,Contra la salud,Transporte,66.0
2014,Nuevo León,Codigo penal federal,Contra la salud,Trafico,1.0
2014,Nuevo León,Codigo penal federal,Contra la salud,Comercio,9.0
2014,Nuevo León,Codigo penal federal,Contra la salud,Suministro,0.0
2014,Nuevo León,Codigo penal federal,Contra la salud,Posesion,103.0
2014,Nuevo León,Codigo penal federal,Contra la salud,Otros,12.0
2014,Nuevo León,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,369.0
2014,Nuevo León,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,27.0
2014,Nuevo León,Codigo penal federal,Otros delitos,Contra la integridad corporal,27.0
2014,Nuevo León,Codigo penal federal,Otros delitos,Electorales,20.0
2014,Nuevo León,Codigo penal federal,Otros delitos,En materia de derechos de autor,13.0
2014,Nuevo León,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",94.0
2014,Nuevo León,Codigo penal federal,Otros delitos,Patrimoniales,409.0
2014,Nuevo León,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,7.0
2014,Nuevo León,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,143.0
2014,Oaxaca,Codigo penal federal,Contra la salud,Produccion,15.0
2014,Oaxaca,Codigo penal federal,Contra la salud,Transporte,48.0
2014,Oaxaca,Codigo penal federal,Contra la salud,Trafico,8.0
2014,Oaxaca,Codigo penal federal,Contra la salud,Comercio,40.0
2014,Oaxaca,Codigo penal federal,Contra la salud,Suministro,1.0
2014,Oaxaca,Codigo penal federal,Contra la salud,Posesion,17.0
2014,Oaxaca,Codigo penal federal,Contra la salud,Otros,38.0
2014,Oaxaca,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,149.0
2014,Oaxaca,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,89.0
2014,Oaxaca,Codigo penal federal,Otros delitos,Contra la integridad corporal,28.0
2014,Oaxaca,Codigo penal federal,Otros delitos,Electorales,41.0
2014,Oaxaca,Codigo penal federal,Otros delitos,En materia de derechos de autor,19.0
2014,Oaxaca,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",68.0
2014,Oaxaca,Codigo penal federal,Otros delitos,Patrimoniales,394.0
2014,Oaxaca,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,81.0
2014,Oaxaca,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,142.0
2014,Puebla,Codigo penal federal,Contra la salud,Produccion,4.0
2014,Puebla,Codigo penal federal,Contra la salud,Transporte,3.0
2014,Puebla,Codigo penal federal,Contra la salud,Trafico,0.0
2014,Puebla,Codigo penal federal,Contra la salud,Comercio,12.0
