Año,Entidad,Ley,Concepto,Tipo,Total
2016,Durango,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,7.0
2016,Durango,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,0.0
2016,Durango,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,2.0
2016,Durango,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Durango,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,7.0
2016,Durango,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",6.0
2016,Durango,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,85.0
2016,Guanajuato,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),68.0
2016,Guanajuato,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),63.0
2016,Guanajuato,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),90.0
2016,Guanajuato,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),9.0
2016,Guanajuato,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),990.0
2016,Guanajuato,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,16.0
2016,Guanajuato,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,21.0
2016,Guanajuato,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,9.0
2016,Guanajuato,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Guanajuato,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,6.0
2016,Guanajuato,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",24.0
2016,Guanajuato,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,245.0
2016,Guerrero,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),33.0
2016,Guerrero,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),4.0
2016,Guerrero,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),38.0
2016,Guerrero,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),4.0
2016,Guerrero,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),595.0
2016,Guerrero,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,2.0
2016,Guerrero,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,11.0
2016,Guerrero,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2016,Guerrero,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,2.0
2016,Guerrero,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,118.0
2016,Guerrero,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",3.0
2016,Guerrero,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,266.0
2016,Hidalgo,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),25.0
2016,Hidalgo,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),11.0
2016,Hidalgo,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),43.0
2016,Hidalgo,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),2.0
2016,Hidalgo,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),210.0
2016,Hidalgo,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,6.0
2016,Hidalgo,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,3.0
2016,Hidalgo,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,6.0
2016,Hidalgo,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Hidalgo,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,6.0
2016,Hidalgo,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",10.0
2016,Hidalgo,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,64.0
2016,Jalisco,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),214.0
2016,Jalisco,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),471.0
2016,Jalisco,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),33.0
2016,Jalisco,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),10.0
2016,Jalisco,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),813.0
2016,Jalisco,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,2.0
2016,Jalisco,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,20.0
2016,Jalisco,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,29.0
2016,Jalisco,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Jalisco,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,41.0
2016,Jalisco,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",62.0
2016,Jalisco,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,275.0
2016,México,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),156.0
2016,México,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),276.0
2016,México,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),274.0
2016,México,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),4.0
2016,México,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),904.0
2016,México,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,55.0
2016,México,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,73.0
2016,México,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,15.0
2016,México,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,3.0
2016,México,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,59.0
2016,México,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",96.0
2016,México,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,621.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),77.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),55.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),98.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),3.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),841.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,0.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,63.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,7.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,1.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,26.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",21.0
2016,Michoacán de Ocampo,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,258.0
2016,Morelos,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),43.0
2016,Morelos,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),1.0
2016,Morelos,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),184.0
2016,Morelos,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),5.0
2016,Morelos,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),286.0
2016,Morelos,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,0.0
2016,Morelos,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,5.0
2016,Morelos,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,9.0
2016,Morelos,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Morelos,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,11.0
2016,Morelos,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",6.0
2016,Morelos,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,135.0
2016,Nayarit,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),23.0
2016,Nayarit,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),4.0
2016,Nayarit,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),21.0
2016,Nayarit,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2016,Nayarit,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),34.0
2016,Nayarit,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,1.0
2016,Nayarit,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,1.0
2016,Nayarit,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,8.0
2016,Nayarit,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Nayarit,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,1.0
2016,Nayarit,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",2.0
2016,Nayarit,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,158.0
2016,Nuevo León,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),133.0
2016,Nuevo León,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),290.0
2016,Nuevo León,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),14.0
2016,Nuevo León,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2016,Nuevo León,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),400.0
2016,Nuevo León,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,89.0
2016,Nuevo León,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,45.0
2016,Nuevo León,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,4.0
2016,Nuevo León,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Nuevo León,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,14.0
2016,Nuevo León,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",70.0
2016,Nuevo León,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,315.0
2016,Oaxaca,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),31.0
2016,Oaxaca,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),0.0
2016,Oaxaca,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),335.0
2016,Oaxaca,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),3.0
2016,Oaxaca,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),419.0
2016,Oaxaca,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,41.0
2016,Oaxaca,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,3.0
2016,Oaxaca,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,2.0
2016,Oaxaca,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Oaxaca,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,2.0
2016,Oaxaca,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",17.0
2016,Oaxaca,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,249.0
2016,Puebla,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),130.0
2016,Puebla,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),14.0
2016,Puebla,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),84.0
2016,Puebla,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),4.0
2016,Puebla,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),412.0
2016,Puebla,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,15.0
2016,Puebla,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,26.0
2016,Puebla,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,18.0
2016,Puebla,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Puebla,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,5.0
2016,Puebla,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",16.0
2016,Puebla,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,108.0
2016,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),24.0
2016,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),97.0
2016,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),15.0
2016,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),1.0
2016,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),231.0
2016,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,2.0
2016,Querétaro,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,18.0
2016,Querétaro,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,4.0
2016,Querétaro,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Querétaro,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,0.0
2016,Querétaro,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",171.0
2016,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,133.0
2016,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),113.0
2016,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),31.0
2016,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),8.0
2016,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),3.0
2016,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),104.0
2016,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,4.0
2016,Quintana Roo,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,51.0
2016,Quintana Roo,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,5.0
2016,Quintana Roo,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,1.0
2016,Quintana Roo,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,4.0
2016,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",35.0
2016,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,101.0
2016,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),88.0
2016,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),2.0
2016,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),50.0
2016,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),5.0
2016,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),233.0
2016,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,30.0
2016,San Luis Potosí,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,9.0
2016,San Luis Potosí,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,13.0
2016,San Luis Potosí,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,San Luis Potosí,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,1.0
2016,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",4.0
2016,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,86.0
2016,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),64.0
2016,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),9.0
2016,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),19.0
2016,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),3.0
2016,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),460.0
2016,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,0.0
2016,Sinaloa,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,24.0
2016,Sinaloa,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,6.0
2016,Sinaloa,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Sinaloa,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,24.0
2016,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",15.0
2016,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,188.0
2016,Sonora,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),505.0
2016,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),69.0
2016,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),20.0
2016,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),2.0
2016,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),558.0
2016,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,44.0
2016,Sonora,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,146.0
2016,Sonora,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,48.0
2016,Sonora,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Sonora,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,14.0
2016,Sonora,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",12.0
2016,Sonora,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,261.0
2016,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),47.0
2016,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),4.0
2016,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),64.0
2016,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),1.0
2016,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),148.0
2016,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,67.0
2016,Tabasco,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,28.0
2016,Tabasco,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,5.0
2016,Tabasco,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Tabasco,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,19.0
2016,Tabasco,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",1.0
2016,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,101.0
2016,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),189.0
2016,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),6.0
2016,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),13.0
2016,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),12.0
2016,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),924.0
2016,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,103.0
2016,Tamaulipas,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,6.0
2016,Tamaulipas,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,1.0
2016,Tamaulipas,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Tamaulipas,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,81.0
2016,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",18.0
2016,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,706.0
2016,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),21.0
2016,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),1.0
2016,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),18.0
2016,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2016,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),68.0
2016,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,4.0
2016,Tlaxcala,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,2.0
2016,Tlaxcala,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,3.0
2016,Tlaxcala,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2016,Tlaxcala,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,2.0
2016,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",5.0
2016,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,49.0
2016,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),148.0
2016,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),18.0
2016,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),260.0
2016,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),2.0
